,date,btc_open,btc_close,btc_volume,nasdaq_close,dji_close,sp_close,oil_close,gold_close,compound,positive,negative,neutral
262,2021-10-21,66002.234375,62210.171875,45908121370,15215.7001953125,35603.1015625,4549.77978515625,82.5,1781.199951171875,0.0,0.0,0.0,1.0
263,2021-10-22,62237.890625,60692.265625,38434082775,15090.2001953125,35677.0,4544.89990234375,83.76000213623047,1795.5,0.0772,0.093,0.098,0.809
266,2021-10-25,60893.925781,63039.824219,31064911614,15226.7099609375,35741.1015625,4566.47998046875,83.76000213623047,1806.0,0.924,0.171,0.056,0.774
267,2021-10-26,63032.761719,60363.792969,34878965587,15235.7099609375,35756.8984375,4574.7900390625,84.6500015258789,1792.699951171875,0.983,0.166,0.066,0.768
268,2021-10-27,60352.0,58482.386719,43657076893,15235.83984375,35490.69921875,4551.68017578125,82.66000366210938,1797.9000244140625,0.8225,0.323,0.0,0.677
269,2021-10-28,58470.730469,60622.136719,45257083247,15448.1201171875,35730.5,4596.419921875,82.80999755859375,1801.5999755859373,0.9788,0.121,0.054,0.825
270,2021-10-29,60624.871094,62227.964844,36856881767,15498.3896484375,35819.6015625,4605.3798828125,83.56999969482422,1783.0,0.4019,0.059,0.0,0.941
274,2021-11-02,60963.253906,63226.402344,37746665647,15649.599609375,36052.6015625,4630.64990234375,83.91000366210938,1788.699951171875,0.785,0.154,0.056,0.79
275,2021-11-03,63254.335938,62970.046875,36124731509,15811.580078125,36157.6015625,4660.56982421875,80.86000061035156,1763.5999755859375,0.0,0.0,0.0,1.0
276,2021-11-04,62941.804688,61452.230469,32615846901,15940.3095703125,36124.19921875,4680.06005859375,78.80999755859375,1793.0,0.8807,0.172,0.0,0.828
277,2021-11-05,61460.078125,61125.675781,30605102446,15971.58984375,36327.8984375,4697.52978515625,81.2699966430664,1816.4000244140625,0.0258,0.109,0.0,0.891
280,2021-11-08,63344.066406,67566.828125,41125608330,15982.3603515625,36432.19921875,4701.7001953125,81.93000030517578,1827.4000244140625,-0.228,0.0,0.031,0.969
281,2021-11-09,67549.734375,66971.828125,42357991721,15886.5400390625,36320.0,4685.25,84.1500015258789,1830.199951171875,0.0,0.0,0.0,1.0
282,2021-11-10,66953.335938,64995.230469,48730828378,15622.7099609375,36079.8984375,4646.7099609375,81.33999633789062,1847.5999755859373,0.8807,0.135,0.058,0.807
283,2021-11-11,64978.890625,64949.960938,35880633236,15704.2802734375,35921.19921875,4649.27001953125,81.58999633789062,1863.199951171875,0.0,0.0,0.0,1.0
284,2021-11-12,64863.980469,64155.941406,36084893887,15860.9599609375,36100.30078125,4682.85009765625,80.79000091552734,1867.9000244140625,0.8462,0.127,0.018,0.855
287,2021-11-15,65521.289063,63557.871094,30558763548,15853.849609375,36087.5,4682.7998046875,80.87999725341797,1866.0999755859373,0.4139,0.042,0.021,0.937
288,2021-11-16,63721.195313,60161.246094,46844335592,15973.8603515625,36142.19921875,4700.89990234375,80.76000213623047,1853.5999755859373,0.9186,0.283,0.067,0.65
289,2021-11-17,60139.621094,60368.011719,39178392930,15921.5703125,35931.1015625,4688.669921875,78.36000061035156,1869.699951171875,0.959,0.209,0.08,0.711
290,2021-11-18,60360.136719,56942.136719,41388338699,15993.7099609375,35870.8984375,4704.5400390625,79.01000213623047,1861.0,-0.6369,0.053,0.147,0.8
291,2021-11-19,56896.128906,58119.578125,38702407772,16057.4404296875,35602.0,4697.9599609375,76.0999984741211,1851.199951171875,-0.6508,0.125,0.153,0.722
294,2021-11-22,58706.847656,56289.289063,35036121783,15854.759765625,35619.19921875,4682.93994140625,76.75,1806.0,0.9118,0.112,0.009,0.879
295,2021-11-23,56304.554688,57569.074219,37485803899,15775.1396484375,35813.80078125,4690.7001953125,78.5,1783.5,0.0728,0.058,0.057,0.885
296,2021-11-24,57565.851563,56280.425781,36635566789,15845.23046875,35804.3984375,4701.4599609375,78.38999938964844,1784.0999755859375,0.9399,0.128,0.045,0.826
298,2021-11-26,58960.285156,53569.765625,41810748221,15491.66015625,34899.30078125,4594.6201171875,68.1500015258789,1785.300048828125,0.4215,0.046,0.0,0.954
301,2021-11-29,57291.90625,57806.566406,32370840356,15782.830078125,35135.8984375,4655.27001953125,69.94999694824219,1782.300048828125,0.7178,0.179,0.0,0.821
302,2021-11-30,57830.113281,57005.425781,36708594618,15537.6904296875,34483.69921875,4567.0,66.18000030517578,1773.5999755859375,0.5507,0.088,0.057,0.855
303,2021-12-01,56907.964844,57229.828125,36858195307,15254.0498046875,34022.0,4513.0400390625,65.56999969482422,1781.5999755859375,0.8806,0.108,0.074,0.819
304,2021-12-02,57217.371094,56477.816406,32379968686,15381.3203125,34639.80078125,4577.10009765625,66.5,1760.699951171875,0.3612,0.077,0.0,0.923
305,2021-12-03,56509.164063,53598.246094,39789134215,15085.4697265625,34580.1015625,4538.43017578125,66.26000213623047,1782.0,0.7964,0.095,0.039,0.866
308,2021-12-06,49413.480469,50582.625,37707308001,15225.150390625,35227.0,4591.669921875,69.48999786376953,1777.5,0.4404,0.213,0.103,0.684
310,2021-12-08,50667.648438,50504.796875,28479699446,15786.990234375,35754.80078125,4701.2099609375,72.36000061035156,1783.4000244140625,-0.1531,0.035,0.066,0.898
312,2021-12-10,47642.144531,47243.304688,30966005122,15630.599609375,35971.0,4712.02001953125,71.66999816894531,1782.9000244140625,0.9157,0.178,0.061,0.761
315,2021-12-13,50114.742188,46737.480469,32166727776,15413.2802734375,35650.8984375,4668.97021484375,71.29000091552734,1786.300048828125,-0.8847,0.05,0.319,0.631
316,2021-12-14,46709.824219,46612.632813,34638619079,15237.6396484375,35544.19921875,4634.08984375,70.7300033569336,1770.4000244140625,0.7501,0.132,0.048,0.82
317,2021-12-15,48379.753906,48896.722656,36541828520,15565.580078125,35927.3984375,4709.85009765625,70.87000274658203,1762.5999755859375,0.296,0.065,0.075,0.861
318,2021-12-16,48900.464844,47665.425781,27268150947,15180.4296875,35897.6015625,4668.669921875,72.37999725341797,1796.5999755859375,0.7932,0.13,0.081,0.789
319,2021-12-17,47653.730469,46202.144531,32902725329,15169.6796875,35365.3984375,4620.64013671875,70.86000061035156,1803.800048828125,0.8502,0.148,0.058,0.794
322,2021-12-20,46707.0625,46880.277344,30961902129,14980.9404296875,34932.19921875,4568.02001953125,68.2300033569336,1793.699951171875,0.8519,0.145,0.071,0.784
323,2021-12-21,46886.078125,48936.613281,27055803928,15341.08984375,35492.69921875,4649.22998046875,71.12000274658203,1787.9000244140625,0.9365,0.151,0.011,0.838
324,2021-12-22,48937.097656,48628.511719,24447979559,15521.8896484375,35753.8984375,4696.56005859375,72.76000213623047,1801.5999755859373,0.6824,0.165,0.103,0.732
329,2021-12-27,50802.609375,50640.417969,24324345758,15871.259765625,36302.3984375,4791.18994140625,75.56999969482422,1808.0999755859373,0.4118,0.039,0.0,0.961
330,2021-12-28,50679.859375,47588.855469,33430376883,15781.7197265625,36398.19921875,4786.35009765625,75.9800033569336,1810.199951171875,0.1531,0.224,0.129,0.647
331,2021-12-29,47623.871094,46444.710938,30049226299,15766.2197265625,36488.6015625,4793.06005859375,76.55999755859375,1805.0999755859373,0.6218,0.105,0.046,0.849
332,2021-12-30,46490.605469,47178.125,26686491018,15741.5595703125,36398.1015625,4778.72998046875,76.98999786376953,1812.699951171875,0.0772,0.034,0.0,0.966
333,2021-12-31,47169.371094,46306.445313,36974172400,15644.9697265625,36338.30078125,4766.18017578125,75.20999908447266,1827.5,0.3182,0.277,0.0,0.723
336,2022-01-03,47343.542969,46458.117188,33071628362,15832.7998046875,36585.1015625,4796.56005859375,76.08000183105469,1799.4000244140625,-0.5267,0.0,0.069,0.931
337,2022-01-04,46458.851563,45897.574219,42494677905,15622.7197265625,36799.69921875,4793.5400390625,76.98999786376953,1814.0,-0.7906,0.0,0.146,0.854
338,2022-01-05,45899.359375,43569.003906,36851084859,15100.169921875,36407.1015625,4700.580078125,77.8499984741211,1824.5999755859373,0.4404,0.195,0.0,0.805
339,2022-01-06,43565.511719,43160.929688,30208048289,15080.8603515625,36236.5,4696.0498046875,79.45999908447266,1788.699951171875,0.0,0.0,0.0,1.0
340,2022-01-07,43153.570313,41557.902344,84196607520,14935.900390625,36231.69921875,4677.02978515625,78.9000015258789,1797.0,-0.6597,0.0,0.241,0.759
343,2022-01-10,41910.230469,41821.261719,32104232331,14942.830078125,36068.8984375,4670.2900390625,78.2300033569336,1798.4000244140625,-0.9451,0.0,0.26,0.74
344,2022-01-11,41819.507813,42735.855469,26327648900,15153.4501953125,36252.0,4713.06982421875,81.22000122070312,1818.5999755859373,-0.0071,0.22,0.184,0.596
345,2022-01-12,42742.179688,43949.101563,33499938689,15188.3896484375,36290.30078125,4726.35009765625,82.63999938964844,1827.199951171875,0.9538,0.276,0.053,0.671
346,2022-01-13,43946.742188,42591.570313,47691135082,14806.8095703125,36113.6015625,4659.02978515625,82.12000274658203,1821.199951171875,0.5106,0.249,0.0,0.751
347,2022-01-14,42598.871094,43099.699219,23577403399,14893.75,35911.80078125,4662.85009765625,83.81999969482422,1816.5,-0.6597,0.0,0.141,0.859
351,2022-01-18,42250.074219,42375.632813,22417209227,14506.900390625,35368.5,4577.10986328125,85.43000030517578,1812.300048828125,0.9319,0.12,0.068,0.812
352,2022-01-19,42374.039063,41744.328125,23091543258,14340.259765625,35028.6015625,4532.759765625,86.95999908447266,1843.0999755859373,0.9896,0.188,0.018,0.794
353,2022-01-20,41744.027344,40680.417969,20382033940,14154.01953125,34715.3984375,4482.72998046875,86.9000015258789,1842.5,0.1531,0.164,0.145,0.691
354,2022-01-21,40699.605469,36457.316406,43011992031,13768.919921875,34265.3984375,4397.93994140625,85.13999938964844,1831.800048828125,0.7906,0.092,0.049,0.859
358,2022-01-25,36654.804688,36954.003906,26428189594,13539.2900390625,34297.69921875,4356.4501953125,85.5999984741211,1852.699951171875,0.93,0.158,0.054,0.788
359,2022-01-26,36950.515625,36852.121094,31324598034,13542.1201171875,34168.1015625,4349.93017578125,87.3499984741211,1829.9000244140625,-0.6597,0.0,0.114,0.886
360,2022-01-27,36841.878906,37138.234375,25041426629,13352.7802734375,34160.80078125,4326.509765625,86.61000061035156,1793.300048828125,0.296,0.048,0.028,0.924
361,2022-01-28,37128.445313,37784.332031,22238830523,13770.5703125,34725.5,4431.85009765625,86.81999969482422,1784.9000244140625,0.8004,0.103,0.1,0.797
